"SampleID","Source","Station","Latitude","Longitude","Date","Tide","Secchi","Temperature","Conductivity","TurbidityFNU","pH","Notes","DissolvedOxygen","Microcystis","Chlorophyll_sonde","Chlorophyll_Sign","Chlorophyll","Pheophytin_Sign","Pheophytin","DisAmmonia_Sign","DisAmmonia","DissOrthophos","DissOrthophos_Sign","DissNitrateNitrite","DissNitrateNitrite_Sign","TotPhos","TotPhos_Sign","TOC","TOC_Sign","DOC","DOC_Sign","TKN","TKN_Sign","DON","DON_Sign"
"EF0519B0083","FRP","Wings Landing",38.2205417508711,-122.038214948606,2019-05-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"=",4.58,"=",3.21,"=",0.07,0.5605,"=",0.84,"=",0.62,"=",12.1,"=",12.1,"=",1,"=",0.9,"="
"EF0519B0085","FRP","Winter Island",38.0436271402851,-121.848056633908,2019-05-15,"1=high slack",75,17.9,178,8.5,7.7,NA,9,"1=absent",0.5,"=",2.37,"=",1.13,"=",0.06,0.05,"<",0.128,"=",0.055,"=",2.1,"=",2.1,"=",0.2,"=",0.1,"="
"EF0519B0086","FRP","Browns Island",38.0391361205742,-121.865658668262,2019-05-15,"2=ebb",61,17.9,372,10.8,7.3,NA,7.6,"1=absent",0.8,"=",1.35,"=",0.53,"<",0.05,0.078,"=",0.07,"=",0.094,"=",3.9,"=",4.1,"=",0.3,"=",0.2,"="
"EF0519B0113","FRP","Lookout Slough",38.293349182058,-121.716127906332,2019-05-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"=",2.25,"=",0.91,"<",0.05,0.303,"=",0.05,"<",0.36,"=",10.7,"=",10.5,"=",0.7,"=",0.6,"="
"EF0519B0112","FRP","Liberty Island",38.2679927034433,-121.68242232517,2019-05-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"=",1.37,"=",0.74,"=",0.07,0.069,"=",0.14,"=",0.07,"=",2.6,"=",2.9,"=",0.3,"=",0.2,"="
"EF0519B0111","FRP",NA,NA,NA,2019-05-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"=",1.84,"=",0.89,"=",0.08,0.05,"<",0.108,"=",0.04,"=",2,"=",2.2,"=",0.245,"=",0.1,"<"
"EF0519B0110","FRP","Yolo Flyway Farms",38.3619774019858,-121.641732337589,2019-05-23,"2=ebb",22,18.3,491,32.3,7.9,NA,7.7,"1=absent",2.1,"=",12.1,"=",2.61,"<",0.05,0.119,"=",0.61,"=",0.17,"=",5.6,"=",6,"=",0.8,"=",0.5,"="
"EF0519B0129","FRP","Decker Island",38.0843315691554,-121.72349130967,2019-05-30,"2=ebb",38,21.6,136,163,7.6,NA,9.5,"1=absent",0.3,"=",1.01,"=",0.58,"=",0.06,0.05,"<",0.159,"=",0.06,"=",3.6,"=",3.6,"=",0.6,"=",0.38,"="
"EF0519B0130","FRP","Webb Tract Islands and Berms",38.0961696666802,-121.590187261164,2019-05-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"=",1.11,"=",0.66,"=",0.055,0.05,"<",0.2,"=",0.05,"=",2.7,"=",2.7,"=",0.4,"=",0.2,"="
"EF0619B0132","FRP","Webb Tract Islands and Berms",38.0961696666802,-121.590187261164,2019-06-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"=",0.89,"=",1.24,"<",0.05,0.059,"=",0.158,"=",NA,NA,NA,NA,2.6,"=",NA,NA,0.3,"="
"EF0619B0137","FRP","Decker Island",38.0843315691554,-121.72349130967,2019-06-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"=",1.34,"=",1.14,"<",0.05,0.05,"<",0.12,"=",NA,NA,NA,NA,6,"=",NA,NA,0.3,"="
"EF0619B0136","FRP","Lookout Slough",38.293349182058,-121.716127906332,2019-06-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"=",0.59,"<",0.5,"<",0.05,0.151,"=",0.07,"=",0.154,"=",3.8,"=",3.8,"=",0.437,"=",0.3,"="
"EF0619B0135","FRP","Liberty Island",38.2679927034433,-121.68242232517,2019-06-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"=",0.64,"<",0.5,"=",0.06,0.074,"=",0.12,"=",0.07,"=",2.5,"=",2.4,"=",0.3,"=",0.16,"="
"EF0619B0134","FRP","Prospect Island",38.2457153786192,-121.664858517817,2019-06-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"=",1.06,"=",0.58,"=",0.06,0.05,"<",0.09,"=",0.05,"=",1.9,"=",1.9,"=",0.2,"=",0.12,"="
"EF0619B0141","FRP","Grizzly Bay",38.1250182328571,-122.00591706432,2019-06-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"=",14.3,"=",1.36,"<",0.05,0.069,"=",0.06,"=",NA,NA,NA,NA,NA,NA,NA,NA,0.1,"<"
"EF0619B0133","FRP","Yolo Flyway Farms",38.3619774019858,-121.641732337589,2019-06-12,"2=ebb",NA,27,667,25.7,7.9,NA,5.2,"1=absent",1.3,"=",7.22,"=",3.03,"<",0.05,0.1735,"=",0.465,"=",0.23,"=",NA,NA,6.2,"=",0.9,"=",0.6,"="
"EF0619B0143","FRP","Winter Island",38.0436271402851,-121.848056633908,2019-06-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"=",1.81,"=",1.26,"<",0.05,0.057,"=",0.121,"=",0.07,"=",2.8,"=",2.8,"=",0.5,"=",0.37,"="
"EF0619B0144","FRP","Browns Island",38.0391361205742,-121.865658668262,2019-06-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"=",2.72,"=",0.79,"<",0.05,0.104,"=",0.07,"=",0.127,"=",4.5,"=",4.5,"=",0.4,"=",0.25,"="
"EF0619B0142","FRP","Blacklock Marsh",38.1798693337588,-121.909963325386,2019-06-21,"2=ebb",NA,20.2,813,44.6,7.4,NA,6,"1=absent",1.3,"=",2.26,"=",2.01,"<",0.05,0.071,"=",0.184,"=",0.17,"=",5.8,"=",5.8,"=",0.7,"=",0.4,"="
"EF0619B0139","FRP","Wings Landing",38.2205417508711,-122.038214948606,2019-06-21,"2=ebb",NA,19.6,1937,20.3,7.2,NA,3,"1=absent",4.13,"=",18.4,"=",3.51,"<",0.05,0.68,"=",0.4,"=",0.785,"=",16.6,"=",16.2,"=",1.435,"=",1.04,"="
"EF0919B0197","FRP","Lookout Slough",38.293349182058,-121.716127906332,2019-09-04,"2=ebb",NA,23.9,181,6,7.2,NA,2.6,"1=absent",0.4,"=",1.24,"=",0.94,"=",0.063,0.212,"=",0.065,"=",0.255,"=",4.6,"=",4.5,"=",0.811,"=",0.74,"="
"EF0919B0196","FRP","Liberty Island",38.2679927034433,-121.68242232517,2019-09-04,"2=ebb",NA,23.3,170,2.9,7.7,NA,8,"1=absent",0.3,"=",0.93,"<",0.5,"=",0.065,0.098,"=",0.103,"=",0.099,"=",3,"=",3,"=",0.381,"=",0.31,"="
"EF0919B0194","FRP","Yolo Flyway Farms",38.3619774019858,-121.641732337589,2019-09-04,"2=ebb",NA,29.2,566,74.3,7.8,NA,7,"1=absent",1.5,"=",13.1,"=",2.22,"<",0.05,0.148,"=",0.186,"=",0.222,"=",6.3,"=",6.3,"=",0.779,"=",0.77,"="
"EF0919B0195","FRP","Prospect Island",38.2457153786192,-121.664858517817,2019-09-04,"2=ebb",NA,24.6,159,2.1,7.1,NA,3,"1=absent",0.5,"=",2.17,"=",0.61,"<",0.05,0.05,"<",0.05,"<",0.0545,"=",3.5,"=",3.3,"=",0.419,"=",0.42,"="
"EF0919B0200","FRP","Grizzly Bay",38.1250182328571,-122.00591706432,2019-09-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"=",5.46,"=",6.92,"<",0.05,0.099,"=",0.268,"=",0.291,"=",1.9,"=",1.9,"=",0.657,"=",0.66,"="
"EF0919B0198","FRP","Wings Landing",38.2205417508711,-122.038214948606,2019-09-06,"2=ebb",NA,22.7,7493,54.4,7.1,NA,3.1,NA,2.6,"=",11.8,"=",21.9,"=",0.557,0.159,"=",1.2,"=",0.82,"=",13.3,"=",13.2,"=",6,"=",1.25,"="
"EF0919B0215","FRP","Webb Tract Islands and Berms",38.0961696666802,-121.590187261164,2019-09-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"=",1.41,"=",0.93,"=",0.052,0.07,"=",0.207,"=",0.07,"=",2.2,"=",2.2,"=",0.319,"=",0.22,"="
"EF0919B0216","FRP","Decker Island",38.0843315691554,-121.72349130967,2019-09-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"=",0.57,"=",0.81,"<",0.05,0.05,"<",0.05,"<",0.079,"=",3.2,"=",3.2,"=",0.438,"=",0.29,"="
"EF0919B0210","FRP","Chipps Island",38.058910165558,-121.917241649667,2019-09-18,"2=ebb",48,20.2,3121,25.5,7.4,NA,6.7,"1=absent",0.5,"=",1.39,"=",1.43,"<",0.05,0.076,"=",0.179,"=",0.085,"=",2.6,"=",2.6,"=",0.318,"=",0.23,"="
"EF0919B0208","FRP","Browns Island",38.0391361205742,-121.865658668262,2019-09-18,"2=ebb",119,20,1191,4.6,7.3,NA,5.8,"1=absent",0.8,"=",1.97,"=",0.65,"<",0.05,0.068,"=",0.05,"<",0.079,"=",4.5,"=",4.5,"=",0.311,"=",0.23,"="
"EF1019B0719","FRP","Decker Island",38.0843315691554,-121.72349130967,2019-10-01,"2=ebb",69,15.3,170,4.8,7.4,NA,7,"2=low",2.5,"=",1.21,"=",1.02,"<",0.05,0.05,"=",0.126,"=",0.056,"=",3.7,"=",3.2,"=",0.463,"=",0.37,"="
"EF1019B0720","FRP","Webb Tract Islands and Berms",38.0961696666802,-121.590187261164,2019-10-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"=",1.7,"=",0.69,"=",0.079,0.067,"=",0.212,"=",0.059,"=",2.5,"=",2.5,"=",0.311,"=",0.17,"="
"EF1019B0721","FRP","Grizzly Bay",38.1250182328571,-122.00591706432,2019-10-02,"2=ebb",24,16.4,8642,34,7.7,NA,9.4,"1=absent",0.7,"=",3.26,"=",1.63,"<",0.05,0.094,"=",0.261,"=",0.112,"=",2.6,"=",2.6,"=",0.917,"=",0.77,"="
"EF1019B0723","FRP","Wings Landing",38.2205417508711,-122.038214948606,2019-10-02,"4=flood",NA,20.3,7568,28.8,7.7,NA,8.9,"1=absent",5.1,"=",11.5,"=",1.87,"=",0.112,0.384,"=",0.654,"=",0.424,"=",8.9,"=",8.5,"=",1.18,"=",0.92,"="
"EF1019B0728","FRP","Chipps Island",38.058910165558,-121.917241649667,2019-10-14,"4=flood",NA,16.3,4224,8.7,7.2,NA,8.5,"1=absent",0.78,"=",2.78,"=",0.87,"<",0.05,0.05,"<",0.05,"<",0.079,"=",4.5,"=",4.3,"=",0.434,"=",0.28,"="
"EF1019B0725","FRP","Winter Island",38.0436271402851,-121.848056633908,2019-10-17,"2=ebb",NA,NA,NA,NA,NA,NA,NA,"1=absent",NA,"=",1.55,"=",1.42,"<",0.05,0.056,"=",0.127,"=",0.045,"=",2.7,"=",2.6,"=",0.274,"=",0.24,"="
"EF1019B0733","FRP","Lookout Slough",38.293349182058,-121.716127906332,2019-10-29,"2=ebb",123,12.3,2011,1.9,8,NA,9,"1=absent",0.4,"=",0.82,"=",0.93,"<",0.05,0.102,"=",0.063,"=",0.114,"=",3.6,"=",3.5,"=",0.347,"=",0.26,"="
"EF1019B0732","FRP","Liberty Island",38.2679927034433,-121.68242232517,2019-10-29,"2=ebb",43,13.7,142,8.9,7.9,NA,9,"1=absent",4.2,"=",1.53,"=",2.17,"=",0.24,0.053,"=",0.261,"=",0.072,"=",2.1,"=",2.3,"=",0.516,"=",0.15,"="
"EF1019B0730","FRP","Yolo Flyway Farms",38.3619774019858,-121.641732337589,2019-10-29,"2=ebb",38,12.2,220,8,7.9,NA,9.1,"1=absent",0.4,"=",0.91,"=",0.77,"<",0.05,0.085,"=",0.05,"<",0.1,"=",3.4,"=",3.4,"=",0.3345,"=",0.18,"="
"EF1019B0731","FRP","Prospect Island",38.2457153786192,-121.664858517817,2019-10-29,"2=ebb",200,13.2,136,0.8,7.5,NA,6.6,"1=absent",0.4,"=",1.74,"=",0.73,"=",0.107,0.05,"<",0.186,"=",0.042,"=",2.7,"=",2.7,"=",0.303,"=",0.13,"="
"EF1019B0726","FRP","Browns Island",38.0391361205742,-121.865658668262,2019-10-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"=",0.87,"<",0.5,"<",0.05,0.067,"=",0.05,"<",0.087,"=",5.4,"=",5.5,"=",0.401,"=",0.27,"="
"EF1019B0726","FRP","Browns Island",38.0391361205742,-121.865658668262,2019-10-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.3,"=",5.4,"=",NA,NA,NA,NA
"EF1119B0761","FRP","Lookout Slough",38.293349182058,-121.716127906332,2019-11-18,"2=ebb",98,15.1,302,3.2,8.7,NA,8.7,"1=absent",0.3,"=",0.67,"<",0.5,"<",0.05,0.146,"=",0.481,"=",0.15,"=",3.8,"=",3.6,"=",0.293,"=",0.25,"="
"EF1119B0760","FRP","Liberty Island",38.2679927034433,-121.68242232517,2019-11-18,"2=ebb",175,15.3,161,2.6,8.7,NA,9.1,"1=absent",0.2,"=",0.62,"<",0.5,"=",0.215,0.079,"=",0.33,"=",0.067,"=",2.9,"=",2.8,"=",0.442,"=",0.14,"="
"EF1119B0758","FRP","Toe Drain",38.359803773913,-121.640304667826,2019-11-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"=",0.91,"<",0.5,"<",0.05,0.059,"=",0.061,"=",0.07,"=",4.4,"=",3.3,"=",0.242,"=",0.21,"="
"EF1119B0759","FRP","Prospect Island",38.2457153786192,-121.664858517817,2019-11-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"=",1.11,"=",0.73,"=",0.099,0.05,"<",0.174,"=",0.048,"=",3.7,"=",3.4,"=",0.4055,"=",0.21,"="
"EF1119B0764","FRP","Webb Tract Islands and Berms",38.0961696666802,-121.590187261164,2019-11-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"=",1.05,"=",0.63,"=",0.095,0.07,"=",0.438,"=",0.065,"=",2.7,"=",2.8,"=",0.339,"=",0.22,"="
"EF1119B0768","FRP","Decker Island",38.0843315691554,-121.72349130967,2019-11-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"=",1.24,"<",0.5,"<",0.05,0.055,"=",0.364,"=",0.049,"=",2.9,"=",2.8,"=",0.276,"=",0.19,"="
"EF1119B0763","FRP","Grizzly Bay",38.1250182328571,-122.00591706432,2019-11-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"=",2.89,"=",0.83,"=",0.063,0.0655,"=",0.3215,"=",0.077,"=",2.3,"=",2.9,"=",0.454,"=",0.24,"="
"EF1119B0762","FRP","Wings Landing",38.2205417508711,-122.038214948606,2019-11-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"=",9.08,"=",2.48,"=",0.203,0.426,"=",0.767,"=",0.48,"=",12.9,"=",11.5,"=",1.62,"=",1.2,"="
"EF1219B0784","FRP","Winter Island",38.0436271402851,-121.848056633908,2019-12-03,"2=ebb",53,11.7,6476,13.1,8.4,NA,9.8,"1=absent",0.3,"=",1.41,"=",1.06,"=",0.13,0.0735,"=",0.4635,"=",0.075,"=",2.2,"=",2.2,"=",0.369,"=",0.18,"="
"EF1219B0785","FRP","Browns Island",38.0391361205742,-121.865658668262,2019-12-03,"2=ebb",101,11.4,7249,4.4,8.7,NA,8.2,"1=absent",0.5,"<",0.5,"<",0.5,"=",0.065,0.099,"=",0.254,"=",0.102,"=",4.9,"=",4.6,"=",0.405,"=",0.24,"="
"EF1219B0775","FRP","Lookout Slough",38.293349182058,-121.716127906332,2019-12-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"=",2.64,"=",0.58,"=",0.16,0.198,"=",0.96,"=",0.23,"=",7.1,"=",7,"=",0.874,"=",0.7,"="
"EF1219B0774","FRP","Liberty Island",38.2679927034433,-121.68242232517,2019-12-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"=",0.75,"=",0.7,"=",0.161,0.083,"=",0.65,"=",0.11,"=",4.2,"=",4.4,"=",0.6,"=",0.3,"="
"EF1219B0772","FRP","Yolo Flyway Farms",38.3619774019858,-121.641732337589,2019-12-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"=",3.99,"=",0.71,"=",0.06,0.139,"=",0.34,"=",0.185,"=",7,"=",6.7,"=",0.7,"=",0.5,"="
"EF1219B0773","FRP","Prospect Island",38.2457153786192,-121.664858517817,2019-12-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"=",3.36,"=",0.86,"<",0.05,0.05,"<",0.126,"=",0.062,"=",4.3,"=",3.9,"=",0.5,"=",0.3,"="
"EF1219B0778","FRP","Webb Tract Islands and Berms",38.0961696666802,-121.590187261164,2019-12-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"=",1.64,"=",2.99,"=",0.1,0.0675,"=",0.61,"=",0.078,"=",4.7,"=",4.7,"=",0.5,"=",0.4,"="
"EF1219B0782","FRP","Decker Island",38.0843315691554,-121.72349130967,2019-12-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"=",0.91,"=",1.22,"=",0.08,0.05,"=",0.66,"=",0.07,"=",4.8,"=",5.5,"=",0.5,"=",0.3,"="
"EF1219B0777","FRP","Grizzly Bay",38.1250182328571,-122.00591706432,2019-12-18,"1=high slack",61,9.2,10045,10.1,8.4,NA,10.1,"1=absent",1.1,"=",3.48,"=",0.57,"=",0.17,0.067,"=",0.46,"=",0.075,"=",2.9,"=",2.4,"=",0.7,"=",0.2,"="
"EF1219B0776","FRP","Wings Landing",38.2205417508711,-122.038214948606,2019-12-18,"1=high slack",NA,10.1,5731,38.2,8.7,NA,6.52,"1=absent",2,"=",4.39,"=",3.04,"=",0.318,0.565,"=",1.13,"=",0.74,"=",13.5,"=",13.2,"=",1.71,"=",1.1,"="
"EF1219B0789","FRP","Browns Island",38.0391361205742,-121.865658668262,2019-12-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"=",0.55,"<",0.5,"=",0.1,0.069,"=",0.46,"=",0.08,"=",3.7,"=",3.8,"=",0.5,"=",0.3,"="
"EF1219B0788","FRP","Winter Island",38.0436271402851,-121.848056633908,2019-12-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"=",0.78,"<",0.5,"=",0.129,0.074,"=",0.56,"=",0.08,"=",3.3,"=",3.3,"=",0.6,"=",0.31,"="
"EF0120B0002","FRP","Decker Island",38.0843315691554,-121.72349130967,2020-01-02,"2=ebb",114,9.6,267,5.4,10.6,NA,9.8,"1=absent",0.3,"=",0.61,"=",0.51,"=",0.08,0.057,"=",0.43,"=",0.062,"=",3.1,"=",3.4,"=",0.4,"=",0.3,"="
"EF0320B0135","FRP","Decker Island",38.0843315691554,-121.72349130967,2020-03-16,"2=ebb",NA,12.4,275,2.3,8.8,NA,8.9,"1=absent",0.5,"=",0.56,"<",0.5,"<",0.05,0.07,"=",0.35,"=",0.07,"=",3.4,"=",3.2,"=",0.3,"=",0.3,"="
"EF0320B0135","FRP","Decker Island",38.0843315691554,-121.72349130967,2020-03-16,"2=ebb",NA,12.4,275,2.3,8.8,NA,8.9,"1=absent",0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4,"=",3.2,"=",NA,NA,NA,NA
"EF0320B0137","FRP","Horseshoe Bend",38.0923492935549,-121.715195261958,2020-03-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"=",2.12,"=",1.07,"=",0.08,0.066,"=",0.373,"=",0.07,"=",NA,NA,NA,NA,0.3,"=",0.13,"="
"EF0320B0136","FRP","Webb Tract Islands and Berms",38.0961696666802,-121.590187261164,2020-03-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"=",0.89,"<",0.5,"=",0.05,0.056,"=",0.48,"=",0.06,"=",4,"=",4,"=",0.4,"=",0.38,"="
"EF0620B0218","FRP","Yolo Flyway Farms",38.3619774019858,-121.641732337589,2020-06-09,"2=ebb",NA,23.3,225,15.8,3.3,NA,8.4,"1=absent",3.4,"=",1.1,"=",0.81,"<",0.05,0.246,"=",0.08,"=",0.27,"=",4.1,"=",4.5,"=",0.5,"=",0.5,"="
"EF0620B0218","FRP","Yolo Flyway Farms",38.3619774019858,-121.641732337589,2020-06-09,"2=ebb",NA,23.3,225,15.8,3.3,NA,8.4,"1=absent",3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,"=",4.5,"=",NA,NA,NA,NA
"EF0620B0225","FRP","Decker Island",38.0843315691554,-121.72349130967,2020-06-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"=",0.99,"=",1.19,"<",0.05,0.076,"=",0.186,"=",0.129,"=",3.3,"=",3.8,"=",0.4,"=",0.2,"="
"EF0620B0219","FRP","Toe Drain",38.359803773913,-121.640304667826,2020-06-09,"2=ebb",NA,24.6,222,15.7,11.2,NA,7.6,"1=absent",0.3,"=",0.71,"=",0.54,"<",0.05,0.235,"=",0.055,"=",0.26,"=",NA,NA,NA,NA,0.505,"=",0.3,"="
"EF0620B0226","FRP","Liberty Island",38.2679927034433,-121.68242232517,2020-06-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"=",1.03,"=",0.51,"<",0.05,0.106,"=",0.114,"=",0.108,"=",2.8,"=",3,"=",0.4,"=",0.3,"="
"EF0620B0229","FRP","Webb Tract Islands and Berms",38.0961696666802,-121.590187261164,2020-06-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"=",4.27,"=",0.64,"<",0.05,0.078,"=",0.26,"=",0.1,"=",2.4,"=",2.6,"=",0.3,"=",0.25,"="
"EF0620B0228","FRP","Horseshoe Bend",38.0923492935549,-121.715195261958,2020-06-26,"2=ebb",72,22.4,453,4.4,7.4,NA,7.6,"2=low",0.4,"=",2.76,"=",0.97,"<",0.05,0.073,"=",0.07,"=",0.07,"=",2.3,"=",2.3,"=",0.3,"=",0.2,"="
"EF0820B0239","FRP","Browns Island",38.0391361205742,-121.865658668262,2020-08-10,"2=ebb",NA,22.8,6075,3.2,10.4,NA,5.9,"2=low",0.7,"=",0.63,"<",0.5,"<",0.05,0.066,"=",0.05,"<",0.08,"=",2.9,"=",2.8,"=",0.4,"=",0.31,"="
"EF0820B0238","FRP","Winter Island",38.0436271402851,-121.848056633908,2020-08-11,"2=ebb",63,21.4,6508,10.6,9,NA,7.5,"2=low",0.4,"=",1.23,"=",0.86,"<",0.05,0.052,"=",0.108,"=",0.08,"=",1.9,"=",2.2,"=",0.315,"=",0.2,"="
"EF0820B0241","FRP","Tule Red",38.1245112418157,-121.985706806912,2020-08-12,"2=ebb",77,21,17446,6.8,10,NA,8.2,"1=absent",1.2,"=",5.13,"=",0.68,"<",0.05,0.05,"<",0.05,"<",0.05,"=",5,"=",5,"=",0.5,"=",0.3,"="
"EF0820B0242","FRP","Ryer Island",38.0818063940171,-122.015335298298,2020-08-13,"2=ebb",59,22.1,17456,14.4,10,NA,7.4,"1=absent",0.8,"=",3.45,"=",1.27,"<",0.05,0.101,"=",0.187,"=",0.12,"=",2,"=",2.1,"=",0.4,"=",0.4,"="
"EF1020B0578","FRP","Webb Tract Islands and Berms",38.0961696666802,-121.590187261164,2020-10-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"=",7.53,"=",3.28,"<",0.05,0.05,"<",0.23,"=",0.078,"=",2.1,"=",2.1,"=",0.3,"=",0.3,"="
"EF1020B0577","FRP","Decker Island",38.0843315691554,-121.72349130967,2020-10-06,"2=ebb",57,19.9,958,7.5,6.9,NA,3.8,"2=low",0.4,"=",1.5,"=",1.66,"<",0.05,0.051,"=",0.17,"=",0.308,"=",2.3,"=",2.4,"=",0.3,"=",0.2,"="
"EF1020B0575","FRP","Browns Island",38.0391361205742,-121.865658668262,2020-10-07,"2=ebb",97,20.2,8705,1.4,7,NA,5.3,"3=medium",0.5,"=",0.81,"=",1.83,"=",0.055,0.094,"=",0.08,"=",0.104,"=",3.4,"=",3.9,"=",0.4,"=",0.3,"="
"EF1020B0574","FRP","Winter Island",38.0436271402851,-121.848056633908,2020-10-08,"2=ebb",80,20.1,9187,NA,6.9,NA,8.3,"2=low",0.53,"=",0.91,"=",2.81,"<",0.05,0.083,"=",0.27,"=",0.08,"=",2.4,"=",2.3,"=",0.222,"=",0.22,"="
"EF1020B0579","FRP","Tule Red",38.1245112418157,-121.985706806912,2020-10-09,"2=ebb",37,17.4,18912,16.4,6.9,NA,6.6,"1=absent",1.15,"=",1.89,"=",1.34,"=",0.07,0.05,"<",0.151,"=",0.07,"=",4.3,"=",4.3,"=",0.7,"=",0.5,"="
"EF1020B0580","FRP","Ryer Island",38.0818063940171,-122.015335298298,2020-10-09,"2=ebb",50,18.8,18424,9.5,6.9,NA,8.4,"2=low",0.4,"=",1.22,"=",1.01,"=",0.065,0.12,"=",0.32,"=",0.109,"=",2.3,"=",2.4,"=",1.01,"=",0.1,"<"
"EF1020B0590","FRP","Lookout Slough",38.293349182058,-121.716127906332,2020-10-13,"5=NA",NA,18.2,473,21.5,6.7,NA,5.7,"1=absent",5.4,"=",19.57,"=",18.1,"=",0.07,0.472,"=",0.07,"=",0.51,"=",16.7,"=",15.5,"=",1.76,"=",1.4,"="
"EF1020B0586","FRP","Yolo Flyway Farms",38.3619774019858,-121.641732337589,2020-10-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"=",2.22,"=",1.31,"<",0.05,0.133,"=",0.05,"<",0.14,"=",3.9,"=",4.1,"=",0.5,"=",0.44,"="
"EF1020B0587","FRP","Liberty Island",38.2679927034433,-121.68242232517,2020-10-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"=",1.64,"<",0.5,"<",0.05,0.101,"=",0.121,"=",0.12,"=",2.7,"=",2.9,"=",0.3,"=",0.2,"="
"EF0321B0002","FRP","Lookout Slough",38.293349182058,-121.716127906332,2021-03-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"=",13.27,"<",0.5,"=",0.167,0.159,"=",2.13,"=",0.243,"=",11.4,"=",11,"=",1.69,"=",1.11,"="
"EF0321B0006","FRP","Webb Tract Islands and Berms",38.0961696666802,-121.590187261164,2021-03-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"=",2.89,"<",0.5,"=",0.068,0.079,"=",0.536,"=",0.074,"=",4.1,"=",4.2,"=",0.484,"=",0.33,"="
"EF0321B0016","FRP","Toe Drain",38.359803773913,-121.640304667826,2021-04-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"=",2.56,"=",2.86,"=",0.091,0.254,"=",0.285,"=",0.297,"=",NA,NA,6.1,"=",0.743,"=",0.48,"="
"EF0321B0015","FRP","Yolo Flyway Farms",38.3619774019858,-121.641732337589,2021-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"=",0.054,0.206,"=",0.157,"=",0.306,"=",6.5,"=",6.4,"=",0.857,"=",0.6,"="
"EF0321B0012","FRP","Lower Yolo Ranch",38.3516053793303,-121.659411279101,2021-04-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"=",3.79,"=",1.6,"=",0.052,0.125,"=",0.05,"<",0.154,"=",5.4,"=",5.6,"=",0.66,"=",0.43,"="
